	#	$	''	(	)	,	.	:	CC	CD	DT	EX	FW	IN	JJ	JJR	JJS	MD	NN	NNP	NNPS	NNS	PDT	POS	PRP	PRP$	RB	RBR	RBS	RP	SYM	TO	UH	VB	VBD	VBG	VBN	VBP	VBZ	WDT	WP	WP$	WRB	``
fretting	-22.412500	-12.543251	-24.310627	-20.911213	-24.084110	-19.803091	-25.021086	-20.772484	-19.863585	-13.325150	-27.051302	-19.670401	-6.814702	-8.282894	7.197614	-9.213334	-12.296947	-33.337822	6.974793	-12.157488	-23.748014	-3.375077	-16.727154	-28.080112	-15.001638	-15.023501	-0.113344	-9.969731	-21.457806	-18.641388	-21.763672	-27.120096	-28.043232	1.496567	-9.932723	8.326110	-4.720160	-3.900144	-12.777493	-18.675665	-32.800549	-25.571898	-27.943171	-24.600739
competitive	-29.092445	-17.015541	-27.506302	-23.864752	-26.388466	-17.524187	-29.642839	-29.151661	-29.275562	-20.936710	-27.953688	-32.884125	-15.168382	-13.593223	10.181959	-21.655951	-15.252401	-20.763813	6.337526	-15.710798	-36.693245	-6.610684	-26.902363	-32.673813	-24.684885	-25.792946	-0.590262	-28.355415	-13.608399	-21.511368	-23.698811	-28.253908	-26.691299	2.045839	-8.429392	-15.304409	-6.799265	-1.076725	-21.131393	-14.181655	-26.713247	-30.273815	-23.594172	-29.945007
Ryder	-29.387047	-14.687677	-32.079102	-32.120083	-21.000076	-27.779808	-33.605953	-38.702656	-17.522188	-26.458561	-33.189449	-28.090097	-24.020628	-18.577477	0.821507	-10.024729	-33.511185	-36.205475	7.616416	11.538547	-7.514072	-10.063053	-30.233849	-36.118988	-16.870687	-29.244583	-11.541698	-20.894501	-50.579548	-39.077118	-20.760303	-34.176109	-18.735531	1.343705	-15.991551	-9.730192	-13.754501	-8.136565	-20.161146	-29.745930	-38.840687	-33.858284	-25.220999	-22.526831
placed	-18.197186	-17.096033	-15.533526	-20.083544	-21.676704	-14.909999	-23.938152	-24.435682	-16.384903	-14.900139	-13.022570	-17.073298	-10.304748	-9.552387	3.095341	-20.912945	-11.956167	-11.745939	1.929320	-12.388371	-36.707924	-10.460849	-14.338547	-14.440068	-13.114677	-23.317129	-8.186283	-25.740116	-20.480709	-16.530598	-20.524309	-15.699047	-23.970587	1.426587	8.473907	-30.775677	9.196856	-1.554105	-16.769648	-17.250996	-19.606461	-18.884075	-24.894844	-13.607621
2.8	-20.418953	-16.051268	-44.348343	-16.407093	-28.865776	-24.668869	-15.467317	-9.644938	-9.546175	34.349461	-18.812948	-18.639734	-18.281948	-3.395270	-7.803151	-33.663704	-51.633289	-49.828739	-1.838388	-3.740741	-16.919519	-5.415627	-33.229000	-40.548447	-1.878249	-16.088949	-1.741097	-50.053028	-67.967873	-37.127716	-10.270884	-27.338724	-21.629555	-5.145587	-28.872217	-9.906898	-17.556408	-6.484258	-11.362098	-42.068012	-30.445189	-26.113560	-24.229042	-13.947928
downgrade	-17.692194	-16.442503	-15.521154	-17.450792	-20.243811	-13.986373	-14.141251	-19.808180	-14.203111	-9.231451	-11.734439	-15.303174	-7.428799	-4.475138	3.863077	-10.676499	-19.182083	-22.629839	4.682246	-4.865750	-25.029146	-10.980401	-15.966000	-18.569836	-12.524853	-17.867012	1.085191	-12.366534	-15.195186	-4.885801	-15.129792	-13.812185	-14.493831	1.099817	-1.811955	-12.986126	-3.723572	0.468041	-17.793550	-19.442522	-18.476254	-17.518288	-16.488131	-16.286039
Ratings	-27.170795	-9.140821	-32.085636	-24.047041	-16.792202	-22.229042	-22.588037	-23.149101	-17.326164	-27.531858	-17.535734	-24.744379	-22.532776	-15.698207	-2.922732	-20.551962	-24.902872	-32.835892	-3.132549	7.087029	4.076040	7.176054	-36.352524	-19.501968	-19.085398	-17.632475	-0.520324	-26.483202	-32.862999	-31.657413	-21.380394	-24.794779	-19.432514	-12.586445	-14.377883	-15.697088	-14.183268	-18.195078	-5.420882	-31.561243	-24.222355	-31.143936	-41.629688	-14.308249
A-1	-36.087955	-6.971951	-50.019867	-19.769274	-15.122283	-41.235920	-37.539230	-11.556888	-30.963051	-25.001736	-16.445230	-49.710411	-43.669758	-25.212597	10.612473	-20.332613	-31.244970	-50.791332	4.337665	7.475641	-12.536716	-6.270181	-29.624004	-47.241875	-16.860254	-40.110104	-8.642026	-34.911045	-57.771397	-56.473255	-32.738560	-42.238335	-36.045135	-5.777922	-27.324776	-26.291933	-19.761047	-11.628135	-27.231613	-39.068012	-36.832047	-40.782688	-33.793018	-27.999119
collateral	-23.098959	-29.088369	-28.110697	-13.162749	-21.561687	-24.598688	-26.632149	-21.389517	-15.253267	-16.496624	-14.508790	-26.944340	-14.709698	-9.498202	8.991602	-14.593740	-15.704801	-8.980937	8.112978	-10.873817	-36.314266	-6.806682	-9.516473	-26.684082	-24.453976	-31.273270	-1.301461	-21.324642	-17.668102	-21.321737	-26.222803	-19.078360	-22.039722	2.380745	-8.283671	-22.566826	-12.733251	0.545976	-15.981948	-16.833838	-20.773472	-29.301998	-20.600883	-18.665859
trust	-12.854606	-11.303368	-12.551094	-9.213459	-18.737364	-18.717772	-18.962526	-18.684801	-12.623249	-10.265750	-16.529705	-15.188450	-10.452026	-14.063394	1.709768	-6.047287	-8.328588	-3.954272	4.584948	-8.239873	-18.440102	-0.631922	-13.306253	-14.541375	-12.153795	-18.913931	0.508677	-5.796000	-8.002798	-10.836768	-14.165860	-11.963713	-26.136549	2.182568	-0.842649	-3.212683	0.118464	1.415101	-5.888339	-16.203711	-17.455667	-18.214045	-16.298243	-17.268133
A-2	-31.051365	-12.489668	-38.099968	-16.101625	-22.061354	-31.585445	-31.900227	-14.551397	-33.878014	-15.235703	-21.150511	-42.125057	-37.284405	-21.882616	4.897640	-26.895239	-30.001318	-41.856861	6.910553	9.605475	-2.542645	0.516729	-24.871071	-41.378674	-20.451942	-44.853935	-8.602812	-40.455284	-58.483875	-49.940422	-27.500641	-31.106098	-36.020390	-2.875532	-24.279877	-7.708802	-16.960714	-9.882932	-22.628506	-39.629932	-25.250875	-37.171677	-30.894945	-29.901014
Prime-1	-42.050686	-11.451754	-46.513607	-11.183751	-19.113373	-43.083023	-42.129848	-16.149397	-35.352028	-22.247700	-27.910671	-42.531075	-54.315407	-36.084587	15.301373	-14.997080	-20.826578	-64.745979	4.124177	7.787385	-1.127218	0.680196	-47.381134	-47.032307	-21.302343	-45.170422	-2.434346	-36.643639	-54.395935	-53.876671	-34.365509	-47.855366	-38.857460	-9.912464	-21.790735	-13.100935	-12.601496	-16.484411	-27.112377	-41.594303	-39.701595	-47.730717	-42.134228	-37.088779
rating	-23.848410	-17.365540	-29.648737	-25.512508	-26.964172	-22.623554	-27.668667	-22.342226	-18.395842	-14.706941	-20.860441	-27.321001	-12.570249	-7.430024	6.522805	-9.987679	-13.017611	-33.403023	9.868296	-9.763774	-20.565794	-0.820361	-24.043217	-31.816444	-29.086645	-25.460707	3.302742	-14.000772	-17.008425	-17.258488	-22.438803	-23.949131	-30.010408	-0.556231	-9.190438	7.677166	-6.848803	-6.430902	-16.392298	-21.043537	-27.590868	-23.860374	-34.024120	-20.151943
commercial	-28.102373	-25.269636	-29.173122	-21.726768	-26.737326	-27.089699	-28.417837	-28.195852	-25.761177	-19.633715	-20.118450	-29.727034	-11.965494	-24.830200	9.336720	-11.721118	-15.352751	-19.163818	7.308359	-11.151847	-33.195114	-7.682110	-18.176315	-36.750809	-17.230484	-23.549892	0.356297	-17.304428	-24.091871	-30.898165	-26.481993	-29.804031	-30.914623	3.587336	-7.838514	-17.772354	-11.556133	-0.785639	-17.145002	-20.639374	-26.675579	-35.279675	-28.214485	-27.664795
assessing	-16.502720	-10.498140	-15.267684	-17.447201	-16.120583	-13.270459	-12.699879	-14.788649	-17.590483	-9.719175	-16.702848	-16.528109	-7.649410	-4.480370	3.349928	-5.391953	-13.683962	-19.525471	6.936072	-3.912190	-13.180697	-1.425196	-13.947876	-21.925291	-11.990520	-9.655079	-4.563561	-9.000565	-14.747515	-12.977944	-13.529883	-15.857017	-12.308794	1.057196	-6.537184	8.277343	-5.583408	-1.633014	-11.041662	-11.288258	-20.005699	-9.949695	-19.550732	-14.829188
strategies	-21.403517	-9.557602	-23.294163	-9.865728	-10.728688	-17.477949	-19.666630	-14.998249	-21.672607	-12.508512	-17.895945	-23.114845	-4.554792	-13.298980	-3.541919	-13.077326	-9.361473	-21.974697	-1.255338	-8.129679	-9.138645	7.335950	-18.408644	-15.326119	-6.229938	-8.928888	-4.197196	-11.146156	-15.893791	-23.101645	-12.209370	-16.912035	-17.122044	-4.086087	-10.393657	-17.217199	-11.691994	-8.086270	3.474082	-17.518021	-18.950354	-18.907970	-26.286575	-14.535616
follow	-17.427488	-16.702362	-17.116339	-22.478064	-16.350760	-21.537352	-28.591379	-16.755806	-26.233360	-11.327811	-19.793699	-32.985218	-17.566614	-0.581213	0.681801	-11.404990	-15.561412	-18.794344	1.918959	-15.674730	-31.883539	-9.580878	-18.648148	-20.075871	-16.695833	-19.561272	-3.305331	-10.147466	-19.117266	-19.293373	-23.308355	-22.930609	-18.976252	4.484000	-4.983495	-10.985508	-9.691238	1.758794	-9.566451	-21.710159	-15.905246	-26.337458	-20.389263	-23.433067
addressing	-22.793594	-14.487656	-23.526369	-13.733362	-17.576876	-23.849968	-21.522751	-22.602152	-22.717222	-12.732229	-17.365267	-21.298531	-9.173905	-15.235826	6.506369	-7.221765	-14.302261	-22.317728	7.000845	-11.521129	-21.159704	0.344813	-13.536160	-32.164295	-24.407385	-22.900312	-0.870109	-12.142077	-15.755002	-17.333490	-15.947262	-26.270872	-22.766247	1.145774	-4.699506	8.330956	-4.241713	-3.009301	-8.973853	-18.798452	-32.431347	-21.559450	-28.395077	-20.469744
challenges	-25.116610	-13.578585	-24.709003	-24.488235	-16.687590	-19.760017	-19.443785	-17.014460	-23.967588	-21.692520	-19.416519	-36.484043	-14.891555	-7.439319	-7.322359	-23.149759	-13.238807	-23.046118	0.037486	-3.574768	-10.169984	8.620657	-20.041540	-19.115805	-11.190105	-18.159666	-11.071513	-27.940857	-23.122820	-24.107098	-20.242844	-17.163544	-10.344646	-5.912808	-15.265386	-15.251556	-11.193339	-8.798157	5.124576	-23.549870	-19.999508	-19.899223	-22.809002	-21.895775
enhance	-21.611897	-25.490183	-30.268650	-27.333757	-24.551714	-28.651081	-24.729084	-31.630674	-18.709101	-20.914158	-1.989347	-19.955385	-12.532904	-3.461553	-0.238365	-17.302515	-27.228563	-30.239704	7.869468	-11.019487	-31.054110	-4.692562	-18.827679	-33.082169	-18.590176	-23.854761	0.398066	-24.790234	-32.040031	-19.671358	-23.464540	-29.642815	-20.563772	6.079741	-7.837810	-19.014553	-7.549739	2.156202	-14.802197	-14.686006	-28.096582	-24.428473	-24.365412	-27.756124
rental	-23.759771	-26.151928	-23.339146	-19.500479	-24.567547	-30.707415	-27.640566	-27.817785	-12.771619	-26.351332	-17.000404	-22.653282	-17.203205	-16.052166	7.356479	-15.537442	-17.472546	-23.979689	6.266025	-10.602291	-30.076441	-3.049071	-12.199082	-27.330893	-20.140486	-34.928352	-0.811782	-17.973787	-25.641958	-22.799978	-24.495394	-32.654148	-27.547689	4.893561	-4.127703	-11.917501	-6.309751	1.945525	-12.725517	-23.804983	-25.463568	-24.442108	-27.261936	-26.183432
southern	-13.681830	-15.107431	-12.179863	-9.418169	-10.698887	-10.700946	-17.976521	-12.809125	-12.344707	-5.958488	-7.325129	-8.725324	-13.119371	-1.305642	3.965777	-2.387057	-10.847716	-7.412297	2.063190	-8.792009	-26.017071	-5.163826	-8.754752	-14.067586	-6.053879	-8.103991	-0.830611	-11.110235	-19.915462	-8.677049	-7.956796	-15.422985	-13.457447	-0.060939	-1.478349	-14.889100	-1.199396	-1.315759	-13.046312	-6.210626	-14.259462	-13.950914	-13.403322	-11.599725
Africa	-21.309256	-16.279013	-27.832949	-18.694574	-16.686241	-23.471403	-23.312696	-16.820599	-4.627284	-20.915602	-9.768961	-23.877644	-11.392438	-3.036345	4.215538	-26.178728	-37.463989	-17.269901	4.048477	10.123989	-9.491499	-13.115715	-19.647888	-28.621687	-21.756058	-21.144588	0.044158	-25.837360	-32.005089	-10.635490	-19.613157	-9.082687	-11.799012	-3.999310	-19.398264	-24.060831	-18.251333	-9.050386	-20.738092	-10.324681	-16.840378	-29.810108	-30.574623	-23.269512
elephants	-28.123796	-20.181324	-39.727947	-26.768360	-25.420155	-23.540956	-16.087801	-24.380043	-30.092995	-17.638742	-18.886427	-33.689098	-16.182323	-17.856121	-2.915773	-15.061322	-16.155588	-38.862644	-1.470538	-6.811575	-13.176633	7.606190	-24.483812	-25.181170	-12.957617	-24.062090	-7.807108	-20.541201	-29.807409	-35.472065	-25.834352	-25.917770	-18.111019	-6.517322	-14.100113	-16.406523	-13.383408	-8.818386	1.969308	-29.255714	-27.458561	-36.164429	-33.759724	-21.806034
herds	-25.575081	-15.012890	-27.130159	-19.125397	-16.739935	-21.447241	-22.286215	-22.257101	-20.157358	-25.805935	-20.014927	-26.269657	-6.951227	-7.807629	-9.150208	-15.262708	-26.050222	-25.626829	-3.230569	-13.429388	-14.111533	4.266835	-24.165306	-16.965160	-7.098834	-3.585689	-0.367566	-12.151291	-32.122849	-26.777241	-21.357559	-22.244246	-13.301994	-10.428175	-8.601205	-14.871969	-8.221438	-15.327159	-0.880529	-20.659355	-18.918337	-22.071144	-24.706724	-20.852356
thriving	-23.537600	-11.115749	-19.887548	-18.894632	-15.141315	-20.788193	-23.257881	-22.935455	-28.484194	-6.126875	-21.867973	-21.968733	-12.119104	-1.943996	1.495168	-11.000873	-15.313581	-25.964056	6.760906	-2.662390	-15.351573	-3.533485	-19.433556	-28.201130	-12.693781	-7.585844	-5.186873	-16.219645	-25.178509	-19.339148	-14.906833	-19.969679	-17.688494	-0.601309	-8.133560	10.656980	-6.527174	-3.796384	-16.544205	-16.063196	-29.505829	-20.994740	-20.137838	-18.549942
U.N.	-41.668148	-23.445288	-53.047562	-30.748156	-24.408615	-42.789341	-10.795169	-15.759384	-19.748825	-4.809635	-31.400499	-46.274826	-24.766037	-11.945880	1.088441	-38.771786	-45.390121	-47.835514	1.935542	14.891185	-8.317848	-4.580934	-43.345490	-37.017254	-22.957539	-29.816208	-7.996290	-42.844070	-61.614304	-38.642090	-31.067543	-34.484356	-31.860283	-5.129680	-18.294230	-27.116272	-18.875755	-7.272079	-16.234295	-43.274540	-33.698936	-42.934631	-28.585524	-40.371933
Lausanne	-20.292559	-16.448851	-23.301075	-15.107430	-16.007620	-23.538780	-19.633532	-19.876055	-19.694838	-6.515785	-13.548929	-15.193025	-14.738908	-21.910318	0.632666	-9.565260	-14.410675	-20.611179	2.372446	8.681875	-7.128625	-5.252515	-16.218882	-23.159067	-9.264320	-19.795174	-4.075916	-13.530750	-25.177032	-25.911121	-11.529480	-19.441595	-26.064466	-0.657027	-9.752957	-12.180936	-6.637117	-5.782919	-12.622379	-24.424185	-26.957087	-28.042015	-21.009441	-20.619883
ivory	-24.025000	-17.496000	-33.113831	-23.926167	-23.115583	-20.332613	-20.104219	-26.484581	-18.759026	-23.283884	-19.124567	-29.767412	-13.850429	-14.326440	4.404462	-8.629426	-27.496626	-37.164875	5.029647	-7.250713	-23.111616	-7.552032	-28.549784	-32.624142	-12.877224	-16.360939	-4.574094	-19.185614	-32.280903	-26.684591	-21.516829	-29.719584	-23.383551	0.031399	-8.939173	-16.794674	-7.056913	-1.695098	-15.029465	-16.846399	-17.005770	-24.211847	-31.822092	-23.212702
seeks	-25.658470	-14.201822	-27.670115	-17.858080	-23.196770	-17.056261	-14.219667	-27.134666	-29.318287	-16.273388	-19.581142	-20.835554	-11.959947	-14.572045	-4.743319	-16.727390	-24.322460	-36.321186	-3.398007	-7.960559	-12.233938	6.387331	-24.610483	-14.184911	-9.305246	-14.197858	-7.680724	-19.976753	-22.718103	-28.248987	-18.543476	-25.083399	-16.172695	-4.151113	-8.705148	-16.382004	-13.953366	-8.690523	8.586352	-21.206108	-21.433704	-22.827778	-27.329342	-18.478823
overturn	-16.560984	-17.405457	-16.052067	-20.815714	-12.142943	-17.537224	-19.257587	-14.520006	-13.033039	-9.557020	-25.823513	-26.084599	-10.018768	-7.695375	4.743883	-14.148881	-10.597059	-27.415892	4.174491	-3.065562	-20.850170	-9.473680	-19.797993	-19.923466	-8.791821	-14.162008	-3.155694	-18.565481	-20.586012	-13.285570	-13.130999	-14.681444	-21.027828	2.434321	-3.348172	-8.706680	-0.820210	-0.779657	-16.140959	-19.588961	-16.131844	-21.715425	-16.068176	-19.779135
policies	-21.375118	-12.196051	-27.834858	-11.431462	-12.141724	-20.131594	-21.406427	-13.446476	-22.273050	-18.889080	-16.924650	-31.871548	-3.657085	-6.705683	-3.300898	-20.411772	-11.545640	-23.343866	0.552979	-9.793096	-12.288956	9.486635	-21.309887	-16.934826	-11.468002	-15.239947	-7.627582	-17.764206	-19.789989	-19.900904	-15.905693	-18.824917	-14.228641	-4.704937	-11.955216	-15.849551	-14.379144	-9.300053	2.749815	-14.591380	-20.950785	-23.964426	-32.551014	-17.973070
Zimbabwean	-40.117245	-27.059803	-38.583054	-33.859142	-35.349136	-47.069294	-38.762230	-35.401070	-45.705566	-35.554260	-22.706013	-56.450798	-46.027615	-24.074949	3.585779	-26.718250	-35.177601	-45.757771	1.706683	13.106875	-17.598455	-13.771299	-44.636925	-45.680836	-46.935440	-39.241219	-7.428253	-40.189098	-65.690529	-39.481083	-25.791319	-37.695549	-40.503212	-2.332331	-17.308418	-19.232094	-14.294212	-13.742266	-31.674267	-53.659012	-34.862411	-55.697887	-43.936344	-35.053242
delegate	-23.041368	-22.174360	-20.159584	-20.984875	-22.069790	-25.642887	-25.188221	-22.970917	-18.345440	-13.684969	-19.280787	-22.932386	-19.168297	-11.043846	1.834475	-18.024210	-9.783990	-17.827400	5.988379	-5.246371	-21.602755	-9.455729	-19.156591	-26.708345	-14.787708	-27.125496	-5.537050	-23.972767	-29.617947	-20.976805	-20.471285	-23.400894	-21.399057	5.364473	1.904362	-13.337724	-2.651296	2.219443	-14.878038	-21.586908	-22.006271	-25.678362	-25.294605	-19.141924
extinction	-27.755692	-24.383194	-23.688282	-34.299908	-27.844479	-26.917025	-24.833384	-22.994364	-19.508575	-12.259260	-25.602070	-28.224028	-9.636938	-5.591580	3.253299	-18.475651	-14.920279	-29.378618	8.038581	-10.807573	-28.666952	-6.355060	-24.301153	-25.275969	-16.515013	-30.446308	0.097420	-24.748325	-18.017536	-13.236378	-23.410553	-28.780291	-25.868317	2.587698	-4.686142	-4.357208	-2.110138	-0.098713	-18.439648	-20.466183	-22.417376	-24.833755	-26.017809	-23.442659
elephant	-26.902536	-27.890846	-32.860023	-30.901133	-29.228947	-27.550573	-17.824434	-28.414083	-24.066092	-12.877773	-16.925451	-28.227617	-20.870050	-16.129616	6.207994	-14.689977	-13.468214	-23.473776	7.518980	-5.714046	-37.949848	-12.481609	-13.330556	-32.718250	-15.614565	-35.866009	-6.397233	-21.453768	-32.032761	-26.936924	-26.000772	-20.264973	-26.001154	4.494793	-5.132011	-22.217577	-6.062880	2.799977	-20.633938	-23.610630	-28.816910	-36.538284	-24.163038	-25.510338
Legitimate	-27.425699	-16.835409	-23.548895	-15.810683	-15.536117	-33.914368	-29.791796	-13.788692	-14.287749	-16.018476	-21.527479	-30.151953	-23.093534	-14.081422	4.078444	-12.321167	-20.010942	-32.952465	4.265058	8.243581	-7.231659	-7.426602	-27.599543	-31.547630	-15.873722	-23.062761	-6.144207	-18.313534	-35.568485	-22.279867	-22.936995	-29.265467	-14.185164	2.157026	-7.064912	-15.097843	-7.016432	-4.532176	-17.439482	-27.109571	-31.206028	-32.692150	-30.777754	-20.911560
ranchers	-28.593046	-20.779520	-33.305019	-22.280865	-22.229414	-21.178852	-24.167564	-28.517084	-21.783226	-23.006521	-23.620600	-28.471132	-6.616454	-19.910851	-2.128740	-16.447285	-27.128233	-33.290123	0.882084	-9.387859	-9.882641	8.200973	-16.027393	-28.835392	-22.488371	-18.687168	-2.869853	-21.598158	-28.070742	-27.757748	-21.978079	-26.288189	-19.492836	-7.290892	-6.460616	-14.384016	-12.666843	-9.703857	-0.941396	-29.771208	-26.422777	-30.712025	-28.177969	-22.820501
preserving	-24.612131	-17.777700	-25.644102	-26.757856	-25.455067	-22.777559	-26.940063	-25.697079	-28.194231	-17.359436	-24.264132	-21.924351	-10.687750	-10.739112	4.994345	-11.173214	-17.167471	-27.506157	9.122856	-5.565144	-18.492271	-1.731820	-17.401705	-32.019032	-20.710205	-18.475082	-4.987655	-16.293478	-21.090868	-21.368673	-18.161135	-26.721592	-25.391640	2.956798	-10.653661	12.083468	-7.724093	-2.486717	-14.741514	-21.051300	-33.873791	-24.585953	-27.862827	-24.988724
Poachers	-25.908417	-14.563559	-26.716078	-17.517479	-14.013347	-19.864605	-24.438740	-21.733301	-16.393053	-23.559837	-15.042955	-18.692192	-13.682926	-19.194031	-5.210810	-18.565054	-29.746889	-37.956184	-0.516138	9.048310	3.095999	3.990155	-25.203812	-20.322866	-18.164469	-15.710245	-6.519950	-25.266546	-35.215561	-33.285294	-21.621513	-19.005575	-15.633117	-7.280506	-14.203124	-18.969334	-14.716098	-11.544112	-3.070377	-28.346037	-23.890921	-30.008587	-26.066069	-17.422733
underground	-12.363341	-14.919615	-12.674292	-14.706009	-12.974314	-17.676947	-15.686690	-20.926939	-8.524025	-5.591494	-8.538269	-12.448187	-12.149016	0.002018	3.387689	-12.469886	-8.727582	-10.400184	3.382223	-9.585568	-22.381676	-5.190667	-10.190850	-17.851959	-14.682587	-14.670589	-1.906655	-13.783710	-14.009852	-5.670565	-13.364376	-17.378309	-15.688629	2.351412	-1.719287	-10.469491	1.256404	1.480545	-10.758769	-13.372086	-12.057622	-14.143407	-16.454287	-12.738637
delegates	-25.319429	-16.500036	-24.218134	-20.839022	-20.671131	-25.377512	-22.787838	-24.191422	-27.424051	-17.423527	-23.112700	-34.431244	-9.380307	-13.039358	-6.846064	-24.102362	-10.009464	-24.572062	-0.980314	-5.076545	-9.761200	7.003746	-24.765127	-19.919285	-14.300217	-22.027102	-9.177248	-25.859009	-28.820948	-31.042416	-19.983778	-22.594416	-19.216087	-4.626940	-9.391498	-14.427876	-7.041250	-9.416484	2.017889	-26.753010	-22.706083	-25.715288	-36.774437	-20.344183
craft	-20.045366	-18.666740	-22.789291	-19.871868	-20.605886	-22.654287	-20.846903	-28.684254	-19.898714	-16.526705	-19.422821	-18.622633	-7.298703	-17.301559	4.577781	-17.540215	-20.095491	-11.239911	8.254228	-15.607422	-29.125555	-4.325359	-12.177208	-26.604052	-18.161123	-21.728964	-4.878693	-21.684208	-17.628317	-17.576710	-20.732571	-22.483221	-24.254433	5.374789	0.387504	-2.741911	0.940810	3.176425	-8.191613	-22.198942	-22.497873	-25.516020	-24.145393	-25.021017
